season,winner,team_type,team,loss
2013,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2013,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2013,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2013,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2013,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2013,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2013,Chennai Super Kings,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2013,Rajasthan Royals,team1,Kings XI Punjab,Kings XI Punjab
2013,Kolkata Knight Riders,team1,Pune Warriors,Pune Warriors
2013,Royal Challengers Bangalore,team1,Delhi Daredevils,Delhi Daredevils
2013,Mumbai Indians,team1,Pune Warriors,Pune Warriors
2013,Sunrisers Hyderabad,team1,Kings XI Punjab,Kings XI Punjab
2013,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2013,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2013,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2013,Kings XI Punjab,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2013,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2013,Pune Warriors,team1,Kolkata Knight Riders,Kolkata Knight Riders
2013,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2013,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2013,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2013,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2013,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2013,Pune Warriors,team1,Pune Warriors,Pune Warriors
2013,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2013,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2013,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2013,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2013,Mumbai Indians,team1,Chennai Super Kings,Chennai Super Kings
2014,Kolkata Knight Riders,team1,Mumbai Indians,Mumbai Indians
2014,Royal Challengers Bangalore,team1,Delhi Daredevils,Delhi Daredevils
2014,Kings XI Punjab,team1,Chennai Super Kings,Chennai Super Kings
2014,Rajasthan Royals,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2014,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2014,Delhi Daredevils,team1,Kolkata Knight Riders,Kolkata Knight Riders
2014,Kings XI Punjab,team1,Rajasthan Royals,Rajasthan Royals
2014,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2014,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2014,Chennai Super Kings,team1,Rajasthan Royals,Rajasthan Royals
2014,Kolkata Knight Riders,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2014,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2014,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2014,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2014,Kings XI Punjab,team1,Kolkata Knight Riders,Kolkata Knight Riders
2014,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2014,Chennai Super Kings,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2014,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2014,Rajasthan Royals,team1,Kolkata Knight Riders,Kolkata Knight Riders
2014,Sunrisers Hyderabad,team1,Mumbai Indians,Mumbai Indians
2014,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2014,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2014,Rajasthan Royals,team1,Delhi Daredevils,Delhi Daredevils
2014,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2014,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2014,Chennai Super Kings,team1,Delhi Daredevils,Delhi Daredevils
2014,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2014,Kolkata Knight Riders,team1,Delhi Daredevils,Delhi Daredevils
2014,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2014,Sunrisers Hyderabad,team1,Rajasthan Royals,Rajasthan Royals
2014,Kings XI Punjab,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2014,Sunrisers Hyderabad,team1,Delhi Daredevils,Delhi Daredevils
2014,Chennai Super Kings,team1,Mumbai Indians,Mumbai Indians
2014,Kolkata Knight Riders,team1,Kings XI Punjab,Kings XI Punjab
2014,Rajasthan Royals,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2014,Mumbai Indians,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2014,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2014,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2014,Kings XI Punjab,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2014,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2014,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2014,Royal Challengers Bangalore,team1,Chennai Super Kings,Chennai Super Kings
2014,Kolkata Knight Riders,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2014,Mumbai Indians,team1,Rajasthan Royals,Rajasthan Royals
2014,Kings XI Punjab,team1,Delhi Daredevils,Delhi Daredevils
2014,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2014,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2014,Mumbai Indians,team1,Kings XI Punjab,Kings XI Punjab
2014,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2014,Sunrisers Hyderabad,team1,Chennai Super Kings,Chennai Super Kings
2014,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2014,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2014,Chennai Super Kings,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2014,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2014,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2014,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2014,Kolkata Knight Riders,team1,Kings XI Punjab,Kings XI Punjab
2014,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2014,Kings XI Punjab,team1,Chennai Super Kings,Chennai Super Kings
2014,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2015,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2015,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2015,Rajasthan Royals,team1,Kings XI Punjab,Kings XI Punjab
2015,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2015,Royal Challengers Bangalore,team1,Kolkata Knight Riders,Kolkata Knight Riders
2015,Rajasthan Royals,team1,Delhi Daredevils,Delhi Daredevils
2015,Kings XI Punjab,team1,Mumbai Indians,Mumbai Indians
2015,Sunrisers Hyderabad,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2015,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2015,Delhi Daredevils,team1,Kings XI Punjab,Kings XI Punjab
2015,Rajasthan Royals,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2015,Chennai Super Kings,team1,Mumbai Indians,Mumbai Indians
2015,Delhi Daredevils,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2015,Kolkata Knight Riders,team1,Kings XI Punjab,Kings XI Punjab
2015,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2015,Mumbai Indians,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2015,Kolkata Knight Riders,team1,Delhi Daredevils,Delhi Daredevils
2015,Kings XI Punjab,team1,Rajasthan Royals,Rajasthan Royals
2015,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2015,Chennai Super Kings,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2015,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2015,Royal Challengers Bangalore,team1,Rajasthan Royals,Rajasthan Royals
2015,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2015,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2015,Royal Challengers Bangalore,team1,Delhi Daredevils,Delhi Daredevils
2015,Sunrisers Hyderabad,team1,Kings XI Punjab,Kings XI Punjab
2015,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2015,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2015,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2015,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2015,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2015,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2015,Mumbai Indians,team1,Kings XI Punjab,Kings XI Punjab
2015,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2015,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2015,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2015,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2015,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2015,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2015,Sunrisers Hyderabad,team1,Rajasthan Royals,Rajasthan Royals
2015,Mumbai Indians,team1,Chennai Super Kings,Chennai Super Kings
2015,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2015,Sunrisers Hyderabad,team1,Delhi Daredevils,Delhi Daredevils
2015,Royal Challengers Bangalore,team1,Mumbai Indians,Mumbai Indians
2015,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2015,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2015,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2015,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2015,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2015,Royal Challengers Bangalore,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2015,Chennai Super Kings,team1,Kings XI Punjab,Kings XI Punjab
2015,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2015,Mumbai Indians,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2015,Mumbai Indians,team1,Chennai Super Kings,Chennai Super Kings
2015,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2015,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2015,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2016,Rising Pune Supergiants,team1,Mumbai Indians,Mumbai Indians
2016,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2016,Gujarat Lions,team1,Kings XI Punjab,Kings XI Punjab
2016,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2016,Mumbai Indians,team1,Kolkata Knight Riders,Kolkata Knight Riders
2016,Gujarat Lions,team1,Gujarat Lions,Gujarat Lions
2016,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2016,Kolkata Knight Riders,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2016,Gujarat Lions,team1,Mumbai Indians,Mumbai Indians
2016,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2016,Delhi Daredevils,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2016,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2016,Kolkata Knight Riders,team1,Kings XI Punjab,Kings XI Punjab
2016,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2016,Sunrisers Hyderabad,team1,Gujarat Lions,Gujarat Lions
2016,Royal Challengers Bangalore,team1,Rising Pune Supergiants,Rising Pune Supergiants
2016,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2016,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2016,Gujarat Lions,team1,Gujarat Lions,Gujarat Lions
2016,Kolkata Knight Riders,team1,Rising Pune Supergiants,Rising Pune Supergiants
2016,Mumbai Indians,team1,Kings XI Punjab,Kings XI Punjab
2016,Rising Pune Supergiants,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2016,Gujarat Lions,team1,Delhi Daredevils,Delhi Daredevils
2016,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2016,Gujarat Lions,team1,Rising Pune Supergiants,Rising Pune Supergiants
2016,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2016,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2016,Kings XI Punjab,team1,Gujarat Lions,Gujarat Lions
2016,Mumbai Indians,team1,Rising Pune Supergiants,Rising Pune Supergiants
2016,Kolkata Knight Riders,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2016,Delhi Daredevils,team1,Gujarat Lions,Gujarat Lions
2016,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2016,Rising Pune Supergiants,team1,Delhi Daredevils,Delhi Daredevils
2016,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2016,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2016,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2016,Sunrisers Hyderabad,team1,Mumbai Indians,Mumbai Indians
2016,Gujarat Lions,team1,Kolkata Knight Riders,Kolkata Knight Riders
2016,Royal Challengers Bangalore,team1,Kings XI Punjab,Kings XI Punjab
2016,Sunrisers Hyderabad,team1,Rising Pune Supergiants,Rising Pune Supergiants
2016,Mumbai Indians,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2016,Delhi Daredevils,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2016,Kings XI Punjab,team1,Mumbai Indians,Mumbai Indians
2016,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2016,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2016,Sunrisers Hyderabad,team1,Kings XI Punjab,Kings XI Punjab
2016,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2016,Royal Challengers Bangalore,team1,Kolkata Knight Riders,Kolkata Knight Riders
2016,Rising Pune Supergiants,team1,Rising Pune Supergiants,Rising Pune Supergiants
2016,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2016,Gujarat Lions,team1,Gujarat Lions,Gujarat Lions
2016,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2016,Rising Pune Supergiants,team1,Rising Pune Supergiants,Rising Pune Supergiants
2016,Gujarat Lions,team1,Gujarat Lions,Gujarat Lions
2016,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2016,Royal Challengers Bangalore,team1,Delhi Daredevils,Delhi Daredevils
2016,Royal Challengers Bangalore,team1,Gujarat Lions,Gujarat Lions
2016,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2016,Sunrisers Hyderabad,team1,Gujarat Lions,Gujarat Lions
2016,Sunrisers Hyderabad,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Rising Pune Supergiant,team1,Rising Pune Supergiant,Rising Pune Supergiant
2017,Kolkata Knight Riders,team1,Gujarat Lions,Gujarat Lions
2017,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2017,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2017,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2017,Delhi Daredevils,team1,Rising Pune Supergiant,Rising Pune Supergiant
2017,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2017,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2017,Mumbai Indians,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Gujarat Lions,team1,Gujarat Lions,Gujarat Lions
2017,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2017,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2017,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2017,Rising Pune Supergiant,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Kolkata Knight Riders,team1,Delhi Daredevils,Delhi Daredevils
2017,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Royal Challengers Bangalore,team1,Gujarat Lions,Gujarat Lions
2017,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Mumbai Indians,team1,Kings XI Punjab,Kings XI Punjab
2017,Gujarat Lions,team1,Kolkata Knight Riders,Kolkata Knight Riders
2017,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2017,Rising Pune Supergiant,team1,Rising Pune Supergiant,Rising Pune Supergiant
2017,Kings XI Punjab,team1,Gujarat Lions,Gujarat Lions
2017,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2017,Rising Pune Supergiant,team1,Mumbai Indians,Mumbai Indians
2017,Kolkata Knight Riders,team1,Rising Pune Supergiant,Rising Pune Supergiant
2017,Gujarat Lions,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2017,Sunrisers Hyderabad,team1,Kings XI Punjab,Kings XI Punjab
2017,Rising Pune Supergiant,team1,Rising Pune Supergiant,Rising Pune Supergiant
2017,Mumbai Indians,team1,Gujarat Lions,Gujarat Lions
2017,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2017,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2017,Rising Pune Supergiant,team1,Rising Pune Supergiant,Rising Pune Supergiant
2017,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2017,Rising Pune Supergiant,team1,Kolkata Knight Riders,Kolkata Knight Riders
2017,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2017,Kings XI Punjab,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Rising Pune Supergiant,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Mumbai Indians,team1,Delhi Daredevils,Delhi Daredevils
2017,Kolkata Knight Riders,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Gujarat Lions,team1,Kings XI Punjab,Kings XI Punjab
2017,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2017,Delhi Daredevils,team1,Gujarat Lions,Gujarat Lions
2017,Kings XI Punjab,team1,Mumbai Indians,Mumbai Indians
2017,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2017,Sunrisers Hyderabad,team1,Gujarat Lions,Gujarat Lions
2017,Mumbai Indians,team1,Kolkata Knight Riders,Kolkata Knight Riders
2017,Rising Pune Supergiant,team1,Rising Pune Supergiant,Rising Pune Supergiant
2017,Royal Challengers Bangalore,team1,Delhi Daredevils,Delhi Daredevils
2017,Rising Pune Supergiant,team1,Mumbai Indians,Mumbai Indians
2017,Kolkata Knight Riders,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2017,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2018,Chennai Super Kings,team1,Mumbai Indians,Mumbai Indians
2018,Kings XI Punjab,team1,Delhi Daredevils,Delhi Daredevils
2018,Kolkata Knight Riders,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Sunrisers Hyderabad,team1,Rajasthan Royals,Rajasthan Royals
2018,Chennai Super Kings,team1,Kolkata Knight Riders,Kolkata Knight Riders
2018,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2018,Sunrisers Hyderabad,team1,Mumbai Indians,Mumbai Indians
2018,Royal Challengers Bangalore,team1,Kings XI Punjab,Kings XI Punjab
2018,Delhi Daredevils,team1,Mumbai Indians,Mumbai Indians
2018,Sunrisers Hyderabad,team1,Kolkata Knight Riders,Kolkata Knight Riders
2018,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2018,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2018,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2018,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2018,Kolkata Knight Riders,team1,Rajasthan Royals,Rajasthan Royals
2018,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2018,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2018,Kings XI Punjab,team1,Kolkata Knight Riders,Kolkata Knight Riders
2018,Royal Challengers Bangalore,team1,Delhi Daredevils,Delhi Daredevils
2018,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2018,Rajasthan Royals,team1,Mumbai Indians,Mumbai Indians
2018,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2018,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Chennai Super Kings,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2018,Mumbai Indians,team1,Chennai Super Kings,Chennai Super Kings
2018,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Kolkata Knight Riders,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2018,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2018,Kolkata Knight Riders,team1,Chennai Super Kings,Chennai Super Kings
2018,Mumbai Indians,team1,Kings XI Punjab,Kings XI Punjab
2018,Chennai Super Kings,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Sunrisers Hyderabad,team1,Delhi Daredevils,Delhi Daredevils
2018,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2018,Kings XI Punjab,team1,Rajasthan Royals,Rajasthan Royals
2018,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2018,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2018,Sunrisers Hyderabad,team1,Delhi Daredevils,Delhi Daredevils
2018,Rajasthan Royals,team1,Chennai Super Kings,Chennai Super Kings
2018,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2018,Royal Challengers Bangalore,team1,Delhi Daredevils,Delhi Daredevils
2018,Chennai Super Kings,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Rajasthan Royals,team1,Mumbai Indians,Mumbai Indians
2018,Royal Challengers Bangalore,team1,Kings XI Punjab,Kings XI Punjab
2018,Kolkata Knight Riders,team1,Rajasthan Royals,Rajasthan Royals
2018,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2018,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2018,Rajasthan Royals,team1,Rajasthan Royals,Rajasthan Royals
2018,Kolkata Knight Riders,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Delhi Daredevils,team1,Delhi Daredevils,Delhi Daredevils
2018,Chennai Super Kings,team1,Kings XI Punjab,Kings XI Punjab
2018,Chennai Super Kings,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2018,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Chennai Super Kings,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2019,Chennai Super Kings,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2019,Kolkata Knight Riders,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2019,Delhi Capitals,team1,Delhi Capitals,Delhi Capitals
2019,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2019,Chennai Super Kings,team1,Delhi Capitals,Delhi Capitals
2019,Kolkata Knight Riders,team1,Kolkata Knight Riders,Kolkata Knight Riders
2019,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2019,Sunrisers Hyderabad,team1,Rajasthan Royals,Rajasthan Royals
2019,Kings XI Punjab,team1,Mumbai Indians,Mumbai Indians
2019,Delhi Capitals,team1,Kolkata Knight Riders,Kolkata Knight Riders
2019,Sunrisers Hyderabad,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2019,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2019,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2019,Rajasthan Royals,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2019,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2019,Sunrisers Hyderabad,team1,Delhi Capitals,Delhi Capitals
2019,Kolkata Knight Riders,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2019,Chennai Super Kings,team1,Chennai Super Kings,Chennai Super Kings
2019,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2019,Delhi Capitals,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2019,Kolkata Knight Riders,team1,Rajasthan Royals,Rajasthan Royals
2019,Kings XI Punjab,team1,Sunrisers Hyderabad,Sunrisers Hyderabad
2019,Chennai Super Kings,team1,Kolkata Knight Riders,Kolkata Knight Riders
2019,Mumbai Indians,team1,Kings XI Punjab,Kings XI Punjab
2019,Chennai Super Kings,team1,Rajasthan Royals,Rajasthan Royals
2019,Delhi Capitals,team1,Kolkata Knight Riders,Kolkata Knight Riders
2019,Rajasthan Royals,team1,Mumbai Indians,Mumbai Indians
2019,Royal Challengers Bangalore,team1,Kings XI Punjab,Kings XI Punjab
2019,Chennai Super Kings,team1,Kolkata Knight Riders,Kolkata Knight Riders
2019,Delhi Capitals,team1,Delhi Capitals,Delhi Capitals
2019,Mumbai Indians,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2019,Kings XI Punjab,team1,Kings XI Punjab,Kings XI Punjab
2019,Sunrisers Hyderabad,team1,Chennai Super Kings,Chennai Super Kings
2019,Mumbai Indians,team1,Mumbai Indians,Mumbai Indians
2019,Royal Challengers Bangalore,team1,Royal Challengers Bangalore,Royal Challengers Bangalore
2019,Rajasthan Royals,team1,Mumbai Indians,Mumbai Indians
2019,Delhi Capitals,team1,Kings XI Punjab,Kings XI Punjab
2019,Sunrisers Hyderabad,team1,Kolkata Knight Riders,Kolkata Knight Riders
