season,winner,team_type,team,loss
2017,Kolkata Knight Riders,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Delhi Daredevils,team2,Kings XI Punjab,Kings XI Punjab
2017,Mumbai Indians,team2,Gujarat Lions,Gujarat Lions
2017,Rising Pune Supergiant,team2,Rising Pune Supergiant,Rising Pune Supergiant
2017,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2017,Sunrisers Hyderabad,team2,Kings XI Punjab,Kings XI Punjab
2017,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Sunrisers Hyderabad,team2,Delhi Daredevils,Delhi Daredevils
2017,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2017,Gujarat Lions,team2,Gujarat Lions,Gujarat Lions
2017,Mumbai Indians,team2,Delhi Daredevils,Delhi Daredevils
2017,Rising Pune Supergiant,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2017,Kolkata Knight Riders,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Rising Pune Supergiant,team2,Rising Pune Supergiant,Rising Pune Supergiant
2017,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2017,Gujarat Lions,team2,Gujarat Lions,Gujarat Lions
2017,Kolkata Knight Riders,team2,Delhi Daredevils,Delhi Daredevils
2017,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Rising Pune Supergiant,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2017,Kings XI Punjab,team2,Delhi Daredevils,Delhi Daredevils
2017,Sunrisers Hyderabad,team2,Kolkata Knight Riders,Kolkata Knight Riders
2017,Mumbai Indians,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Rising Pune Supergiant,team2,Gujarat Lions,Gujarat Lions
2017,Delhi Daredevils,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Rising Pune Supergiant,team2,Rising Pune Supergiant,Rising Pune Supergiant
2017,Delhi Daredevils,team2,Gujarat Lions,Gujarat Lions
2017,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2017,Rising Pune Supergiant,team2,Rising Pune Supergiant,Rising Pune Supergiant
2017,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2017,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2017,Gujarat Lions,team2,Gujarat Lions,Gujarat Lions
2017,Sunrisers Hyderabad,team2,Mumbai Indians,Mumbai Indians
2017,Kings XI Punjab,team2,Kolkata Knight Riders,Kolkata Knight Riders
2017,Delhi Daredevils,team2,Delhi Daredevils,Delhi Daredevils
2017,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2017,Delhi Daredevils,team2,Rising Pune Supergiant,Rising Pune Supergiant
2017,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2017,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2017,Rising Pune Supergiant,team2,Kings XI Punjab,Kings XI Punjab
2017,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2017,Rising Pune Supergiant,team2,Rising Pune Supergiant,Rising Pune Supergiant
2017,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2017,Mumbai Indians,team2,Kolkata Knight Riders,Kolkata Knight Riders
2017,Mumbai Indians,team2,Rising Pune Supergiant,Rising Pune Supergiant
2018,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2018,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2018,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2018,Rajasthan Royals,team2,Delhi Daredevils,Delhi Daredevils
2018,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Delhi Daredevils,team2,Delhi Daredevils,Delhi Daredevils
2018,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Rajasthan Royals,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Kings XI Punjab,team2,Chennai Super Kings,Chennai Super Kings
2018,Kolkata Knight Riders,team2,Delhi Daredevils,Delhi Daredevils
2018,Mumbai Indians,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2018,Kings XI Punjab,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Chennai Super Kings,team2,Rajasthan Royals,Rajasthan Royals
2018,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2018,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Chennai Super Kings,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2018,Kings XI Punjab,team2,Delhi Daredevils,Delhi Daredevils
2018,Sunrisers Hyderabad,team2,Mumbai Indians,Mumbai Indians
2018,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2018,Sunrisers Hyderabad,team2,Kings XI Punjab,Kings XI Punjab
2018,Delhi Daredevils,team2,Kolkata Knight Riders,Kolkata Knight Riders
2018,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2018,Sunrisers Hyderabad,team2,Rajasthan Royals,Rajasthan Royals
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2018,Chennai Super Kings,team2,Delhi Daredevils,Delhi Daredevils
2018,Royal Challengers Bangalore,team2,Mumbai Indians,Mumbai Indians
2018,Delhi Daredevils,team2,Rajasthan Royals,Rajasthan Royals
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2018,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2018,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2018,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Mumbai Indians,team2,Kolkata Knight Riders,Kolkata Knight Riders
2018,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2018,Sunrisers Hyderabad,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Rajasthan Royals,team2,Kings XI Punjab,Kings XI Punjab
2018,Mumbai Indians,team2,Kolkata Knight Riders,Kolkata Knight Riders
2018,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2018,Kolkata Knight Riders,team2,Kings XI Punjab,Kings XI Punjab
2018,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2018,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2018,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2018,Mumbai Indians,team2,Kings XI Punjab,Kings XI Punjab
2018,Royal Challengers Bangalore,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2018,Delhi Daredevils,team2,Chennai Super Kings,Chennai Super Kings
2018,Rajasthan Royals,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2018,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2018,Delhi Daredevils,team2,Mumbai Indians,Mumbai Indians
2018,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2018,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2018,Kolkata Knight Riders,team2,Rajasthan Royals,Rajasthan Royals
2018,Sunrisers Hyderabad,team2,Kolkata Knight Riders,Kolkata Knight Riders
2018,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2019,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2019,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2019,Delhi Capitals,team2,Mumbai Indians,Mumbai Indians
2019,Kings XI Punjab,team2,Rajasthan Royals,Rajasthan Royals
2019,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2019,Kolkata Knight Riders,team2,Kings XI Punjab,Kings XI Punjab
2019,Mumbai Indians,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2019,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2019,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2019,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2019,Sunrisers Hyderabad,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2019,Chennai Super Kings,team2,Rajasthan Royals,Rajasthan Royals
2019,Kings XI Punjab,team2,Delhi Capitals,Delhi Capitals
2019,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2019,Mumbai Indians,team2,Chennai Super Kings,Chennai Super Kings
2019,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2019,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2019,Chennai Super Kings,team2,Kings XI Punjab,Kings XI Punjab
2019,Mumbai Indians,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2019,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2019,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2019,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2019,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2019,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2019,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2019,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2019,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2019,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2019,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2019,Delhi Capitals,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2019,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2019,Kings XI Punjab,team2,Rajasthan Royals,Rajasthan Royals
2019,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2019,Mumbai Indians,team2,Delhi Capitals,Delhi Capitals
2019,Royal Challengers Bangalore,team2,Kolkata Knight Riders,Kolkata Knight Riders
2019,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2019,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2019,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2019,Royal Challengers Bangalore,team2,Chennai Super Kings,Chennai Super Kings
2019,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2019,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2019,Royal Challengers Bangalore,team2,Kings XI Punjab,Kings XI Punjab
2019,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2019,Mumbai Indians,team2,Chennai Super Kings,Chennai Super Kings
2019,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2019,Delhi Capitals,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2019,Kolkata Knight Riders,team2,Mumbai Indians,Mumbai Indians
2019,Sunrisers Hyderabad,team2,Kings XI Punjab,Kings XI Punjab
2019,Chennai Super Kings,team2,Delhi Capitals,Delhi Capitals
2019,Mumbai Indians,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2019,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2019,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2019,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2019,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2019,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2019,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2019,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2019,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2019,Mumbai Indians,team2,Chennai Super Kings,Chennai Super Kings
2020/21,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2020/21,Delhi Capitals,team2,Kings XI Punjab,Kings XI Punjab
2020/21,Royal Challengers Bangalore,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2020/21,Rajasthan Royals,team2,Chennai Super Kings,Chennai Super Kings
2020/21,Mumbai Indians,team2,Kolkata Knight Riders,Kolkata Knight Riders
2020/21,Kings XI Punjab,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2020/21,Delhi Capitals,team2,Chennai Super Kings,Chennai Super Kings
2020/21,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2020/21,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2020/21,Royal Challengers Bangalore,team2,Mumbai Indians,Mumbai Indians
2020/21,Sunrisers Hyderabad,team2,Delhi Capitals,Delhi Capitals
2020/21,Kolkata Knight Riders,team2,Rajasthan Royals,Rajasthan Royals
2020/21,Mumbai Indians,team2,Kings XI Punjab,Kings XI Punjab
2020/21,Sunrisers Hyderabad,team2,Chennai Super Kings,Chennai Super Kings
2020/21,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2020/21,Delhi Capitals,team2,Kolkata Knight Riders,Kolkata Knight Riders
2020/21,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2020/21,Mumbai Indians,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2020/21,Delhi Capitals,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2020/21,Mumbai Indians,team2,Rajasthan Royals,Rajasthan Royals
2020/21,Kolkata Knight Riders,team2,Chennai Super Kings,Chennai Super Kings
2020/21,Sunrisers Hyderabad,team2,Kings XI Punjab,Kings XI Punjab
2020/21,Delhi Capitals,team2,Rajasthan Royals,Rajasthan Royals
2020/21,Kolkata Knight Riders,team2,Kings XI Punjab,Kings XI Punjab
2020/21,Royal Challengers Bangalore,team2,Chennai Super Kings,Chennai Super Kings
2020/21,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2020/21,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2020/21,Royal Challengers Bangalore,team2,Kolkata Knight Riders,Kolkata Knight Riders
2020/21,Chennai Super Kings,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2020/21,Delhi Capitals,team2,Rajasthan Royals,Rajasthan Royals
2020/21,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2020/21,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2020/21,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2020/21,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2020/21,Kolkata Knight Riders,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2020/21,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2020/21,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2020/21,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2020/21,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2020/21,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2020/21,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2020/21,Kolkata Knight Riders,team2,Delhi Capitals,Delhi Capitals
2020/21,Kings XI Punjab,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2020/21,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2020/21,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2020/21,Kings XI Punjab,team2,Kings XI Punjab,Kings XI Punjab
2020/21,Sunrisers Hyderabad,team2,Delhi Capitals,Delhi Capitals
2020/21,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2020/21,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2020/21,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2020/21,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2020/21,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2020/21,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2020/21,Kolkata Knight Riders,team2,Rajasthan Royals,Rajasthan Royals
2020/21,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2020/21,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2020/21,Mumbai Indians,team2,Delhi Capitals,Delhi Capitals
2020/21,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2020/21,Delhi Capitals,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2020/21,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2021,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2021,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2021,Kolkata Knight Riders,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2021,Punjab Kings,team2,Rajasthan Royals,Rajasthan Royals
2021,Mumbai Indians,team2,Kolkata Knight Riders,Kolkata Knight Riders
2021,Royal Challengers Bangalore,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2021,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2021,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2021,Mumbai Indians,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2021,Royal Challengers Bangalore,team2,Kolkata Knight Riders,Kolkata Knight Riders
2021,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2021,Chennai Super Kings,team2,Rajasthan Royals,Rajasthan Royals
2021,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2021,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2021,Chennai Super Kings,team2,Kolkata Knight Riders,Kolkata Knight Riders
2021,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2021,Punjab Kings,team2,Punjab Kings,Punjab Kings
2021,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2021,Chennai Super Kings,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2021,Delhi Capitals,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2021,Royal Challengers Bangalore,team2,Delhi Capitals,Delhi Capitals
2021,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2021,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2021,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2021,Punjab Kings,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2021,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2021,Rajasthan Royals,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2021,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2021,Chennai Super Kings,team2,Mumbai Indians,Mumbai Indians
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2021,Rajasthan Royals,team2,Punjab Kings,Punjab Kings
2021,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2021,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2021,Delhi Capitals,team2,Rajasthan Royals,Rajasthan Royals
2021,Punjab Kings,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2021,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2021,Royal Challengers Bangalore,team2,Mumbai Indians,Mumbai Indians
2021,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2021,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2021,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2021,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2021,Punjab Kings,team2,Punjab Kings,Punjab Kings
2021,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2021,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2021,Royal Challengers Bangalore,team2,Punjab Kings,Punjab Kings
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2021,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2021,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2021,Sunrisers Hyderabad,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2021,Punjab Kings,team2,Punjab Kings,Punjab Kings
2021,Kolkata Knight Riders,team2,Rajasthan Royals,Rajasthan Royals
2021,Mumbai Indians,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2021,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2021,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2021,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2021,Chennai Super Kings,team2,Kolkata Knight Riders,Kolkata Knight Riders
2022,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2022,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2022,Punjab Kings,team2,Punjab Kings,Punjab Kings
2022,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2022,Rajasthan Royals,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2022,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2022,Lucknow Super Giants,team2,Lucknow Super Giants,Lucknow Super Giants
2022,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2022,Rajasthan Royals,team2,Mumbai Indians,Mumbai Indians
2022,Gujarat Titans,team2,Delhi Capitals,Delhi Capitals
2022,Punjab Kings,team2,Chennai Super Kings,Chennai Super Kings
2022,Lucknow Super Giants,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2022,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2022,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2022,Lucknow Super Giants,team2,Lucknow Super Giants,Lucknow Super Giants
2022,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2022,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2022,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2022,Delhi Capitals,team2,Kolkata Knight Riders,Kolkata Knight Riders
2022,Rajasthan Royals,team2,Lucknow Super Giants,Lucknow Super Giants
2022,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2022,Chennai Super Kings,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2022,Punjab Kings,team2,Mumbai Indians,Mumbai Indians
2022,Gujarat Titans,team2,Rajasthan Royals,Rajasthan Royals
2022,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2022,Lucknow Super Giants,team2,Mumbai Indians,Mumbai Indians
2022,Royal Challengers Bangalore,team2,Delhi Capitals,Delhi Capitals
2022,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2022,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2022,Rajasthan Royals,team2,Kolkata Knight Riders,Kolkata Knight Riders
2022,Royal Challengers Bangalore,team2,Lucknow Super Giants,Lucknow Super Giants
2022,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2022,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2022,Rajasthan Royals,team2,Delhi Capitals,Delhi Capitals
2022,Gujarat Titans,team2,Kolkata Knight Riders,Kolkata Knight Riders
2022,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2022,Lucknow Super Giants,team2,Mumbai Indians,Mumbai Indians
2022,Punjab Kings,team2,Chennai Super Kings,Chennai Super Kings
2022,Rajasthan Royals,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2022,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2022,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2022,Lucknow Super Giants,team2,Punjab Kings,Punjab Kings
2022,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2022,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2022,Lucknow Super Giants,team2,Delhi Capitals,Delhi Capitals
2022,Chennai Super Kings,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2022,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2022,Punjab Kings,team2,Punjab Kings,Punjab Kings
2022,Royal Challengers Bangalore,team2,Chennai Super Kings,Chennai Super Kings
2022,Delhi Capitals,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2022,Mumbai Indians,team2,Gujarat Titans,Gujarat Titans
2022,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2022,Lucknow Super Giants,team2,Kolkata Knight Riders,Kolkata Knight Riders
2022,Royal Challengers Bangalore,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2022,Chennai Super Kings,team2,Delhi Capitals,Delhi Capitals
2022,Kolkata Knight Riders,team2,Mumbai Indians,Mumbai Indians
2022,Gujarat Titans,team2,Lucknow Super Giants,Lucknow Super Giants
2022,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2022,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2022,Punjab Kings,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2022,Kolkata Knight Riders,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2022,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2022,Rajasthan Royals,team2,Lucknow Super Giants,Lucknow Super Giants
2022,Delhi Capitals,team2,Punjab Kings,Punjab Kings
2022,Sunrisers Hyderabad,team2,Mumbai Indians,Mumbai Indians
2022,Lucknow Super Giants,team2,Kolkata Knight Riders,Kolkata Knight Riders
2022,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2022,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2022,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2022,Punjab Kings,team2,Punjab Kings,Punjab Kings
2022,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2022,Royal Challengers Bangalore,team2,Lucknow Super Giants,Lucknow Super Giants
2022,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2022,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2023,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2023,Punjab Kings,team2,Kolkata Knight Riders,Kolkata Knight Riders
2023,Lucknow Super Giants,team2,Delhi Capitals,Delhi Capitals
2023,Rajasthan Royals,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
